	Restaurant Name	Rating	Number of Reviews	Price Range	Food Type	Number of Photos	Mon Hours	Tue Hours	Wed Hours	Thu Hours	Fri Hours	Sat Hours	Sun Hours
655	Llama Inn	4	437	3.0	Peruvian, Bars	634	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	10:30 am - 3:00 pm	10:30 am - 3:00 pm
656	St. Anselm	4	794	3.0	American (New), Wine Bars, Steakhouses	733	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	11:00 am - 3:00 pm	11:00 am - 3:00 pm
657	Tutta Pesca	4.5	230	3.0	Seafood, Seafood Markets, Italian	214	Closed	12:00 pm - 9:00 pm	12:00 pm - 9:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 9:00 pm
658	Club A Steakhouse	4.5	2668	3.0	Steakhouses	2279	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm
659	Park Avenue Autumn/Winter/Spring/Summer	4	892	3.0	American (New)	2961	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
660	Celestine	4	196	3.0	Mediterranean, Bars	255	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	10:00 am - 11:00 pm	10:00 am - 11:00 pm
661	Vitae	4	763	3.0	American (New), Wine Bars, Venues & Event Spaces	936	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:30 pm - 10:00 pm	Closed
662	Nerai	4.5	441	3.0	Greek, Seafood, Mediterranean	732	7:30 am - 10:00 pm	7:30 am - 10:00 pm	7:30 am - 10:00 pm	7:30 am - 10:00 pm	7:30 am - 10:30 pm	5:00 pm - 10:30 pm	Closed
663	James	3.5	431	3.0	American (New)	177	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm
664	Trattoria Italienne	4.5	133	3.0	Italian, French	283	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:30 pm - 11:00 pm	Closed
665	Blue	4	295	3.0	Mediterranean, Seafood, Asian Fusion	402	Closed	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 9:00 pm
666	Nougatine at Jean-Georges	4	1105	3.0	French, Asian Fusion, Breakfast & Brunch	2074	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	7:00 am - 10:30 am	8:00 am - 10:00 am	8:00 am - 10:30 am
667	Meadowsweet	4	354	3.0	American (Traditional)	369	6:00 pm - 10:00 pm	Closed	6:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
668	Amber Steak House	4.5	281	3.0	Steakhouses	278	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm
669	Mar's	4	244	3.0	Seafood, American (New), Cocktail Bars	232	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 2:00 am	11:00 am - 2:00 am	11:00 am - 1:00 am
670	Iki Modern Japanese Cuisine	4	240	3.0	Japanese, Sushi Bars	1581	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am
671	Copperhill	4.5	230	3.0	American (New)	427	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	11:00 am - 3:00 pm
672	Boutros	4.5	109	3.0	American (New), Middle Eastern	169	5:30 am - 11:30 pm	5:30 pm - 11:30 pm	5:30 pm - 11:30 pm	5:30 pm - 11:30 pm	5:30 pm - 1:00 am	11:00 am - 3:30 pm	11:00 am - 3:30 pm
673	Tuome	4.5	458	3.0	American (New), Chinese	1113	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	Closed
674	Battello	3.5	488	3.0	Italian, Seafood, Lounges	794	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:00 am - 2:30 pm	11:00 am - 2:30 pm
675	Lupa	4	1482	3.0	Italian	1070	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 11:00 pm
676	Convivium Osteria	4	466	3.0	Italian, Wine Bars, Venues & Event Spaces	327	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 9:30 pm
677	Aldea	4	601	3.0	Portuguese, Spanish, Iberian	1305	Closed	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	Closed
678	Wildair	4	163	3.0	American (New)	554	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 12:30 am	6:00 pm - 12:30 am	6:00 pm - 11:00 pm
679	Karasu	4	89	3.0	Japanese, Cocktail Bars	141	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 11:00 pm
680	Fine & Rare	4.5	290	3.0	American (New), Jazz & Blues, Lounges	624	5:00 pm - 12:00 am	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm
681	Clement	4	137	3.0	American (New), Diners, Buffets	405	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm	6:30 am - 10:00 pm
682	Del Frisco's Grille	3.5	133	3.0	American (Traditional), Steakhouses, Sandwiches	128	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
683	Belle Harlem	4.5	138	3.0	American (New), Southern, Comfort Food	246	Closed	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	Closed
684	The Fulton	3.5	104	3.0	Seafood, American (New)	267	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm
685	Marlow & Sons	4	526	3.0	American (New)	221	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm	8:00 am - 4:00 pm
686	Maiella	4	814	3.0	Italian, Seafood, Breakfast & Brunch	1473	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm
687	Dirty French	4	617	3.0	French	955	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am
688	Print	4	883	3.0	American (New), Breakfast & Brunch	1022	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 11:00 pm	7:00 am - 11:00 pm	7:00 am - 9:45 pm
689	Scarpetta	4	1851	3.0	Italian	2267	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am	7:00 am - 11:00 am
690	HAVEN Riverfront Restaurant and Bar	4	755	3.0	American (New), Seafood, Bars	1199	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 9:00 pm	11:30 am - 10:00 pm	11:00 am - 10:00 pm	11:00 am - 9:00 pm
691	4 Charles Prime Rib	5	222	3.0	Steakhouses, Seafood, Cocktail Bars	480	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am	5:00 pm - 12:00 am
692	Cote	4	749	3.0	Korean, Steakhouses, Cocktail Bars	2536	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	5:00 pm - 12:00 am	4:00 pm - 10:00 pm
693	MAMO Restaurant	4	240	3.0	Italian, French, Pizza	372	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	12:00 pm - 3:30 pm	11:30 am - 4:00 pm	11:30 am - 4:00 pm
694	JoJo	4.5	125	3.0	American (New), Cocktail Bars	212	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
695	One Dine	3	133	3.0	American (New)	300							
696	Sugarcane Raw Bar Grill	4	515	3.0	Sushi Bars, Cocktail Bars, Tapas/Small Plates	776	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 11:00 pm
697	La Vara	4	347	3.0	Spanish	358	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:00 pm - 11:00 pm	11:30 am - 3:30 pm	11:30 am - 3:30 pm
698	Sfoglia Restaurant	4	271	3.0	Italian	100	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:00 pm
699	Gran Morsi	4.5	335	3.0	Italian, Venues & Event Spaces, Cocktail Bars	474							
700	Augustine	4	223	3.0	French, Brasseries, Bars	442	7:30 am - 11:00 am	7:30 am - 11:00 am	7:30 am - 11:00 am	7:30 am - 11:00 am	7:30 am - 11:00 am	10:00 am - 12:00 am	10:00 am - 10:00 pm
701	Union Square Cafe	4	1184	3.0	American (New), Cafes, Bars	1200	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 10:00 pm
702	Limani	4	400	3.0	Mediterranean, Seafood	726	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 10:00 pm
703	Cecconi's Dumbo	3.5	584	3.0	Italian	1077	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:30 pm	11:00 am - 11:30 pm	11:00 am - 10:30 pm
704	Bohemian Restaurant	4.5	737	3.0	Japanese, Cocktail Bars	2604	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 10:30 pm	6:00 pm - 10:30 pm
705	Kāwi	4	117	3.0	American (New), Korean	509	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm
706	The Dolar Shop	4	616	3.0	Chinese, Hot Pot	1541	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 1:00 am	11:30 am - 1:00 am	11:30 am - 11:00 pm
707	Xixa	4.5	554	3.0	Mexican, Tapas/Small Plates	954	Closed	Closed	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 12:00 am	6:00 pm - 12:00 am	6:00 pm - 11:00 pm
708	Tuscany Steakhouse	4.5	103	3.0	Steakhouses, Italian, Seafood	291							
709	Bowery Road	4	190	3.0	American (New)	361	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm	7:00 am - 10:00 pm
710	Lure Fishbar	4	1605	3.0	Seafood, Sushi Bars, Bars	1811	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 10:00 pm
711	Kahlo	4.5	80	3.0	Mexican	145	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	5:00 pm - 11:00 pm	5:00 pm - 12:00 am	11:30 am - 12:00 am	11:30 am - 10:00 pm
712	Loring Place	4.5	369	3.0	American (New)	805	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
713	GLORIA	4	125	3.0	Seafood, Wine Bars, Cocktail Bars	236	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 9:30 pm	5:00 pm - 10:30 pm	5:00 pm - 10:30 pm	Closed
714	Bisoux	2.5	12	3.0	Gelato, Coffee & Tea, American (Traditional)	24							
715	Gayeon	4	143	3.0	Korean	486	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 10:00 pm	11:30 am - 9:00 pm
716	Faro	4	266	3.0	Italian	431	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	5:00 pm - 10:00 pm
717	Giando on the Water	3.5	186	3.0	Italian, Venues & Event Spaces	1628	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	12:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm
718	The Cecil Steakhouse	3.5	109	3.0	Steakhouses, Bars, American (Traditional)	169	Closed	Closed	5:00 pm - 12:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	5:00 pm - 1:00 am	12:00 pm - 3:00 pm
719	Riverpark	4	787	3.0	American (New), Breakfast & Brunch, Venues & Event Spaces	1591	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
720	Porto Leggero	4	177	3.0	Italian	129	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 9:30 pm	12:00 pm - 10:00 pm	5:00 pm - 10:30 pm	Closed
721	The River Palm Terrace	4	394	3.0	Steakhouses, Seafood	569	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	4:00 pm - 11:00 pm
722	Boulud Sud	4	715	3.0	Mediterranean	1234	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
723	Perry St	4	925	3.0	American (New), French, Asian Fusion	1542	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:00 am - 3:30 pm	11:00 am - 3:30 pm
724	La Masseria	4	575	3.0	Italian	350	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 10:30 pm
725	Rainhas Churrascaria	4	674	3.0	Brazilian, Steakhouses	834	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 12:00 am	12:00 pm - 12:00 am	12:00 pm - 10:00 pm
726	The Usual	4.5	94	3.0	American (New), Comfort Food, Burgers	321	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am	11:00 am - 12:00 am
727	Philippe Downtown	4	51	3.0	Chinese	108	6:00 pm - 11:00 pm	6:00 pm - 11:00 pm	6:00 pm - 12:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	6:00 pm - 2:00 am	5:00 pm - 11:00 pm
728	Henry's End	4	345	3.0	American (New), Diners, Wine Bars	141	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:00 pm - 10:00 pm
729	Houston's Restaurant	4	679	3.0	American (Traditional), Steakhouses, American (New)	823	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	12:00 pm - 9:00 pm
730	Perrine	4	73	3.0	American (New), French	199	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm	7:00 am - 10:30 pm
731	X20 on the Hudson	4	746	3.0	French, American (New), Asian Fusion	1067	Closed	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	12:00 pm - 2:00 pm	5:00 pm - 10:00 pm	12:00 pm - 2:00 pm
732	Fausto	4	138	3.0	Italian, Cocktail Bars	220	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	11:00 am - 2:30 pm	11:00 am - 2:30 pm
733	M. Wells Steakhouse	3.5	389	3.0	Steakhouses, Wine Bars	635	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 10:00 pm
734	Arabelle	3	24	3.0	American (New)	9							
735	Robert	4	893	3.0	American (New), Venues & Event Spaces, Cocktail Bars	1559	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	10:30 am - 11:00 pm	10:30 am - 10:00 pm
736	Gallaghers Steakhouse	4	1081	3.0	Steakhouses, Seafood, American (Traditional)	1840	11:45 am - 11:30 pm	11:45 am - 11:30 pm	11:45 am - 11:30 pm	11:45 am - 11:30 pm	11:45 am - 11:30 pm	11:45 am - 11:30 pm	11:45 am - 10:30 pm
737	K Rico Steakhouse	4.5	558	3.0	Bars, Steakhouses	769							
738	Schilling	4	141	3.0	Austrian, Bars, American (New)	174	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	12:00 pm - 3:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm
739	Villanelle	4.5	73	3.0	American (New), Desserts, Cocktail Bars	214	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm	12:00 pm - 2:30 pm
740	Bowery Meat Company	4	457	3.0	Steakhouses, Wine Bars	939	5:30 pm - 10:00 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 10:30 pm	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	5:30 pm - 10:00 pm
741	Novelli	4.5	110	3.0	Italian	101	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	4:00 pm - 11:00 pm	1:00 pm - 9:00 pm
742	Casa Nonna	4	511	3.0	Italian	458	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 9:30 pm
743	Turtle + The Wolf	4	243	3.0	American (New), Desserts, Comfort Food	345	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 9:00 pm
744	Hearth	4	700	3.0	American (New), Italian, Breakfast & Brunch	727	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 10:00 pm	6:00 pm - 11:00 pm	11:00 am - 2:00 pm	11:00 am - 3:30 pm
745	Pylos	4.5	1100	3.0	Greek	845	5:00 pm - 12:00 am	5:00 pm - 12:00 am	11:30 am - 4:00 pm	11:30 am - 4:00 pm	11:30 am - 4:00 pm	11:30 am - 4:00 pm	11:30 am - 4:00 pm
746	Glasserie	4	346	3.0	Mediterranean, Bars	252	5:30 pm - 11:00 pm	5:30 pm - 11:00 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	10:00 am - 4:00 pm	10:00 am - 4:00 pm
747	The Capital Grille	4	565	3.0	Seafood, Steakhouses, Wine Bars	661	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	5:00 pm - 10:00 pm	Closed
748	Zona De Cuba	3	282	3.0	Cuban, Spanish	430	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am	12:00 pm - 2:00 am
749	Zenkichi New York	4	968	3.0	Japanese	1868	5:30 pm - 11:30 pm	5:30 pm - 11:30 pm	5:30 pm - 11:30 pm	5:30 pm - 11:30 pm	5:30 pm - 12:00 am	5:30 pm - 12:00 am	5:30 pm - 11:30 pm
750	Voula	4.5	86	3.0	Greek, Mediterranean, Cocktail Bars	130	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	5:00 pm - 9:30 pm
751	Chadwick's	4	244	3.0	American (Traditional), Steakhouses, Seafood	207	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	1:30 pm - 9:00 pm
752	Jake's Steakhouse	4	222	3.0	Steakhouses	227	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:30 pm	11:30 am - 10:30 pm	12:00 pm - 10:00 pm
753	Gatsby's Landing	4	176	3.0	American (New), Cocktail Bars	371	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 9:00 pm
754	Grand Tier Restaurant	4	74	3.0	American (New)	125	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:00 pm	5:30 pm - 9:30 pm	10:30 am - 12:30 pm	Closed
755	Common Lot	4	166	3.0	American (New), Desserts	251	Closed	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	11:30 am - 2:00 pm	5:00 pm - 10:30 pm	Closed
756	Il Falco	4.5	276	3.0	Italian, Venues & Event Spaces, Wine Bars	333							
757	The Cuban Restaurant and Bar	4	969	3.0	Cuban, Bars, Latin American	935	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	4:00 pm - 10:00 pm	11:30 am - 3:00 pm	11:30 am - 3:00 pm	11:00 am - 3:00 pm	11:00 am - 3:00 pm
758	Elia Restaurant	4	159	3.0	Greek	108	Closed	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	5:00 pm - 11:00 pm	4:00 pm - 9:00 pm
759	Park Side Restaurant	4	692	3.0	Italian	1189	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:00 pm - 11:30 pm	12:30 pm - 10:00 pm
760	Market Table	4	784	3.0	American (New), Wine Bars, Desserts	435	11:30 am - 10:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 11:00 pm	11:30 am - 12:00 am	10:00 am - 12:00 am	10:00 am - 10:00 pm
761	The Little Owl	4	1248	3.0	Desserts, Wine Bars, Mediterranean	659	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	8:00 am - 2:30 pm	9:00 am - 2:30 pm	9:00 am - 2:30 pm
762	Aburiya Kinnosuke	4	719	3.0	Tapas/Small Plates, Izakaya	1286	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	11:30 am - 2:30 pm	5:30 pm - 11:00 pm	5:30 pm - 10:30 pm
763	Amanda's Restaurant	4	553	3.0	Breakfast & Brunch, American (New)	466	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 10:00 pm	5:00 pm - 11:00 pm	11:00 am - 11:00 pm	11:00 am - 9:00 pm
764	Il Buco	4	635	3.0	Italian, Mediterranean	424	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 11:00 pm	12:00 pm - 12:00 am	12:00 pm - 12:00 am	5:00 pm - 10:30 pm
